age,marst,sex,people
0.2288321,-1.78242102,-1.000852152,486036
0.2288321,-1.78242102,0.999148574,407819
0.429841366,-1.78242102,-1.000852152,399264
0.429841366,-1.78242102,0.999148574,374801
0.630850633,-1.78242102,-1.000852152,260829
0.630850633,-1.78242102,0.999148574,239080
0.8318599,-1.78242102,-1.000852152,173364
0.8318599,-1.78242102,0.999148574,165501
1.032869167,-1.78242102,-1.000852152,86929
1.032869167,-1.78242102,0.999148574,89540
1.233878433,-1.78242102,-1.000852152,47427
1.233878433,-1.78242102,0.999148574,54190
1.4348877,-1.78242102,-1.000852152,15891
1.4348877,-1.78242102,0.999148574,19302
1.635896967,-1.78242102,-1.000852152,8649
1.635896967,-1.78242102,0.999148574,13068
-1.982269835,1.340029531,-1.000852152,3533662
-1.982269835,1.340029531,0.999148574,3421597
-1.781260568,1.340029531,-1.000852152,3297503
-1.781260568,1.340029531,0.999148574,3179142
-1.580251301,-1.262012595,0.999148574,1997
-1.580251301,-0.74160417,-1.000852152,599
-1.580251301,-0.74160417,0.999148574,1596
-1.580251301,0.819621106,-1.000852152,200
-1.580251301,0.819621106,0.999148574,199
-1.580251301,1.340029531,-1.000852152,2911125
-1.580251301,1.340029531,0.999148574,2809758
-1.379242034,-1.262012595,-1.000852152,20747
-1.379242034,-1.262012595,0.999148574,277380
-1.379242034,-0.74160417,-1.000852152,5583
-1.379242034,-0.74160417,0.999148574,18657
-1.379242034,0.299212681,-1.000852152,200
-1.379242034,0.299212681,0.999148574,1892
-1.379242034,0.819621106,-1.000852152,2498
-1.379242034,0.819621106,0.999148574,5989
-1.379242034,1.340029531,-1.000852152,2428706
-1.379242034,1.340029531,0.999148574,2223900
-1.178232768,-1.262012595,-1.000852152,525726
-1.178232768,-1.262012595,0.999148574,1197869
-1.178232768,-0.74160417,-1.000852152,40394
-1.178232768,-0.74160417,0.999148574,55146
-1.178232768,0.299212681,-1.000852152,1396
-1.178232768,0.299212681,0.999148574,7482
-1.178232768,0.819621106,-1.000852152,11863
-1.178232768,0.819621106,0.999148574,36706
-1.178232768,1.340029531,-1.000852152,1968401
-1.178232768,1.340029531,0.999148574,1215600
-0.977223501,-1.262012595,-1.000852152,1159298
-0.977223501,-1.262012595,0.999148574,1392687
-0.977223501,-0.74160417,-1.000852152,60650
-0.977223501,-0.74160417,0.999148574,51579
-0.977223501,0.299212681,-1.000852152,4089
-0.977223501,0.299212681,0.999148574,10567
-0.977223501,0.819621106,-1.000852152,25135
-0.977223501,0.819621106,0.999148574,60658
-0.977223501,1.340029531,-1.000852152,870221
-0.977223501,1.340029531,0.999148574,458750
-0.776214234,-1.262012595,-1.000852152,1236119
-0.776214234,-1.262012595,0.999148574,1238326
-0.776214234,-0.74160417,-1.000852152,55962
-0.776214234,-0.74160417,0.999148574,37894
-0.776214234,0.299212681,-1.000852152,3892
-0.776214234,0.299212681,0.999148574,8084
-0.776214234,0.819621106,-1.000852152,37003
-0.776214234,0.819621106,0.999148574,83777
-0.776214234,1.340029531,-1.000852152,416131
-0.776214234,1.340029531,0.999148574,228691
-0.575204967,-1.262012595,-1.000852152,1213563
-0.575204967,-1.262012595,0.999148574,1160080
-0.575204967,-0.74160417,-1.000852152,48604
-0.575204967,-0.74160417,0.999148574,33202
-0.575204967,0.299212681,-1.000852152,4992
-0.575204967,0.299212681,0.999148574,8378
-0.575204967,0.819621106,-1.000852152,44500
-0.575204967,0.819621106,0.999148574,121783
-0.575204967,1.340029531,-1.000852152,229113
-0.575204967,1.340029531,0.999148574,160274
-0.374195701,-1.262012595,-1.000852152,997154
-0.374195701,-1.262012595,0.999148574,938721
-0.374195701,-0.74160417,-1.000852152,45009
-0.374195701,-0.74160417,0.999148574,29506
-0.374195701,0.299212681,-1.000852152,2793
-0.374195701,0.299212681,0.999148574,6182
-0.374195701,0.819621106,-1.000852152,48463
-0.374195701,0.819621106,0.999148574,154399
-0.374195701,1.340029531,-1.000852152,143928
-0.374195701,1.340029531,0.999148574,110627
-0.173186434,-1.262012595,-1.000852152,883724
-0.173186434,-1.262012595,0.999148574,731892
-0.173186434,-0.74160417,-1.000852152,34324
-0.173186434,-0.74160417,0.999148574,27831
-0.173186434,0.299212681,-1.000852152,4288
-0.173186434,0.299212681,0.999148574,3690
-0.173186434,0.819621106,-1.000852152,50965
-0.173186434,0.819621106,0.999148574,165781
-0.173186434,1.340029531,-1.000852152,92672
-0.173186434,1.340029531,0.999148574,74517
0.027822833,-1.262012595,-1.000852152,792796
0.027822833,-1.262012595,0.999148574,576825
0.027822833,-0.74160417,-1.000852152,32025
0.027822833,-0.74160417,0.999148574,20741
0.027822833,0.299212681,-1.000852152,3394
0.027822833,0.299212681,0.999148574,4783
0.027822833,0.819621106,-1.000852152,64937
0.027822833,0.819621106,0.999148574,205310
0.027822833,1.340029531,-1.000852152,71332
0.027822833,1.340029531,0.999148574,55353
0.2288321,-1.262012595,-1.000852152,566433
0.2288321,-1.262012595,0.999148574,371421
0.2288321,-0.74160417,-1.000852152,18250
0.2288321,-0.74160417,0.999148574,15060
0.2288321,0.299212681,-1.000852152,2095
0.2288321,0.299212681,0.999148574,3090
0.2288321,0.819621106,-1.000852152,52966
0.2288321,0.819621106,0.999148574,171760
0.2288321,1.340029531,-1.000852152,39403
0.2288321,1.340029531,0.999148574,33512
0.429841366,-1.262012595,-1.000852152,462498
0.429841366,-1.262012595,0.999148574,285866
0.429841366,-0.74160417,-1.000852152,17259
0.429841366,-0.74160417,0.999148574,11170
0.429841366,0.299212681,-1.000852152,2293
0.429841366,0.299212681,0.999148574,1496
0.429841366,0.819621106,-1.000852152,64228
0.429841366,0.819621106,0.999148574,195104
0.429841366,1.340029531,-1.000852152,34020
0.429841366,1.340029531,0.999148574,33320
0.630850633,-1.262012595,-1.000852152,282013
0.630850633,-1.262012595,0.999148574,154905
0.630850633,-0.74160417,-1.000852152,9478
0.630850633,-0.74160417,0.999148574,7174
0.630850633,0.299212681,-1.000852152,1895
0.630850633,0.299212681,0.999148574,1896
0.630850633,0.819621106,-1.000852152,55070
0.630850633,0.819621106,0.999148574,160882
0.630850633,1.340029531,-1.000852152,20942
0.630850633,1.340029531,0.999148574,21446
0.8318599,-1.262012595,-1.000852152,182101
0.8318599,-1.262012595,0.999148574,78187
0.8318599,-0.74160417,-1.000852152,8978
0.8318599,-0.74160417,0.999148574,3891
0.8318599,0.299212681,-1.000852152,800
0.8318599,0.299212681,0.999148574,797
0.8318599,0.819621106,-1.000852152,50270
0.8318599,0.819621106,0.999148574,151130
0.8318599,1.340029531,-1.000852152,13273
0.8318599,1.340029531,0.999148574,17855
1.032869167,-1.262012595,-1.000852152,87761
1.032869167,-1.262012595,0.999148574,35491
1.032869167,-0.74160417,-1.000852152,4683
1.032869167,-0.74160417,0.999148574,2295
1.032869167,0.299212681,-1.000852152,200
1.032869167,0.299212681,0.999148574,299
1.032869167,0.819621106,-1.000852152,41300
1.032869167,0.819621106,0.999148574,97051
1.032869167,1.340029531,-1.000852152,7684
1.032869167,1.340029531,0.999148574,8377
1.233878433,-1.262012595,-1.000852152,34518
1.233878433,-1.262012595,0.999148574,11870
1.233878433,-0.74160417,-1.000852152,2292
1.233878433,-0.74160417,0.999148574,697
1.233878433,0.299212681,-1.000852152,99
1.233878433,0.819621106,-1.000852152,26628
1.233878433,0.819621106,0.999148574,57346
1.233878433,1.340029531,-1.000852152,3989
1.233878433,1.340029531,0.999148574,7377
1.4348877,-1.262012595,-1.000852152,8671
1.4348877,-1.262012595,0.999148574,2995
1.4348877,-0.74160417,-1.000852152,498
1.4348877,-0.74160417,0.999148574,399
1.4348877,0.819621106,-1.000852152,11772
1.4348877,0.819621106,0.999148574,26137
1.4348877,1.340029531,-1.000852152,1496
1.4348877,1.340029531,0.999148574,1696
1.635896967,-1.262012595,-1.000852152,3689
1.635896967,-1.262012595,0.999148574,399
1.635896967,-0.74160417,-1.000852152,398
1.635896967,-0.74160417,0.999148574,100
1.635896967,0.299212681,-1.000852152,100
1.635896967,0.819621106,-1.000852152,5387
1.635896967,0.819621106,0.999148574,13255
1.635896967,1.340029531,-1.000852152,698
1.635896967,1.340029531,0.999148574,1697
-1.982269835,1.340029531,-1.000852152,4619544
-1.982269835,1.340029531,0.999148574,4589196
-1.781260568,1.340029531,-1.000852152,4465783
-1.781260568,1.340029531,0.999148574,4390483
-1.580251301,-1.262012595,0.999148574,3722
-1.580251301,-0.74160417,-1.000852152,502
-1.580251301,-0.74160417,0.999148574,1306
-1.580251301,0.819621106,-1.000852152,201
-1.580251301,1.340029531,-1.000852152,4056966
-1.580251301,1.340029531,0.999148574,3996721
-1.379242034,-1.262012595,-1.000852152,32572
-1.379242034,-1.262012595,0.999148574,396264
-1.379242034,-0.74160417,-1.000852152,5632
-1.379242034,-0.74160417,0.999148574,25134
-1.379242034,0.299212681,-1.000852152,301
-1.379242034,0.299212681,0.999148574,1809
-1.379242034,0.819621106,-1.000852152,1109
-1.379242034,0.819621106,0.999148574,10352
-1.379242034,1.340029531,-1.000852152,3735232
-1.379242034,1.340029531,0.999148574,3368184
-1.178232768,-1.262012595,-1.000852152,739365
-1.178232768,-1.262012595,0.999148574,1675865
-1.178232768,-0.74160417,-1.000852152,46941
-1.178232768,-0.74160417,0.999148574,83310
-1.178232768,0.299212681,-1.000852152,4122
-1.178232768,0.299212681,0.999148574,11560
-1.178232768,0.819621106,-1.000852152,16585
-1.178232768,0.819621106,0.999148574,52652
-1.178232768,1.340029531,-1.000852152,2887025
-1.178232768,1.340029531,0.999148574,1927674
-0.977223501,-1.262012595,-1.000852152,1696542
-0.977223501,-1.262012595,0.999148574,2150869
-0.977223501,-0.74160417,-1.000852152,89966
-0.977223501,-0.74160417,0.999148574,82826
-0.977223501,0.299212681,-1.000852152,8836
-0.977223501,0.299212681,0.999148574,17388
-0.977223501,0.819621106,-1.000852152,40097
-0.977223501,0.819621106,0.999148574,94141
-0.977223501,1.340029531,-1.000852152,1553839
-0.977223501,1.340029531,0.999148574,890832
-0.776214234,-1.262012595,-1.000852152,1929229
-0.776214234,-1.262012595,0.999148574,2005516
-0.776214234,-0.74160417,-1.000852152,90726
-0.776214234,-0.74160417,0.999148574,68647
-0.776214234,0.299212681,-1.000852152,10259
-0.776214234,0.299212681,0.999148574,17287
-0.776214234,0.819621106,-1.000852152,56695
-0.776214234,0.819621106,0.999148574,123907
-0.776214234,1.340029531,-1.000852152,832055
-0.776214234,1.340029531,0.999148574,449817
-0.575204967,-1.262012595,-1.000852152,1936263
-0.575204967,-1.262012595,0.999148574,1805069
-0.575204967,-0.74160417,-1.000852152,96909
-0.575204967,-0.74160417,0.999148574,64111
-0.575204967,0.299212681,-1.000852152,9950
-0.575204967,0.299212681,0.999148574,13770
-0.575204967,0.819621106,-1.000852152,80686
-0.575204967,0.819621106,0.999148574,169672
-0.575204967,1.340029531,-1.000852152,510075
-0.575204967,1.340029531,0.999148574,295115
-0.374195701,-1.262012595,-1.000852152,1730760
-0.374195701,-1.262012595,0.999148574,1519459
-0.374195701,-0.74160417,-1.000852152,93977
-0.374195701,-0.74160417,0.999148574,52343
-0.374195701,0.299212681,-1.000852152,11546
-0.374195701,0.299212681,0.999148574,14779
-0.374195701,0.819621106,-1.000852152,95083
-0.374195701,0.819621106,0.999148574,210858
-0.374195701,1.340029531,-1.000852152,329704
-0.374195701,1.340029531,0.999148574,207548
-0.173186434,-1.262012595,-1.000852152,1458766
-0.173186434,-1.262012595,0.999148574,1198397
-0.173186434,-0.74160417,-1.000852152,69555
-0.173186434,-0.74160417,0.999148574,48652
-0.173186434,0.299212681,-1.000852152,10054
-0.173186434,0.299212681,0.999148574,11151
-0.173186434,0.819621106,-1.000852152,110965
-0.173186434,0.819621106,0.999148574,250510
-0.173186434,1.340029531,-1.000852152,219073
-0.173186434,1.340029531,0.999148574,139315
0.027822833,-1.262012595,-1.000852152,1227604
0.027822833,-1.262012595,0.999148574,966949
0.027822833,-0.74160417,-1.000852152,58112
0.027822833,-0.74160417,0.999148574,41610
0.027822833,0.299212681,-1.000852152,11045
0.027822833,0.299212681,0.999148574,9348
0.027822833,0.819621106,-1.000852152,127847
0.027822833,0.819621106,0.999148574,292357
0.027822833,1.340029531,-1.000852152,146430
0.027822833,1.340029531,0.999148574,101717
0.2288321,-1.262012595,-1.000852152,896182
0.2288321,-1.262012595,0.999148574,666505
0.2288321,-0.74160417,-1.000852152,39602
0.2288321,-0.74160417,0.999148574,28549
0.2288321,0.299212681,-1.000852152,8147
0.2288321,0.299212681,0.999148574,5629
0.2288321,0.819621106,-1.000852152,122901
0.2288321,0.819621106,0.999148574,293004
0.2288321,1.340029531,-1.000852152,95076
0.2288321,1.340029531,0.999148574,70945
0.429841366,-1.262012595,-1.000852152,678793
0.429841366,-1.262012595,0.999148574,462396
0.429841366,-0.74160417,-1.000852152,33174
0.429841366,-0.74160417,0.999148574,24326
0.429841366,0.299212681,-1.000852152,5425
0.429841366,0.299212681,0.999148574,3017
0.429841366,0.819621106,-1.000852152,128847
0.429841366,0.819621106,0.999148574,339786
0.429841366,1.340029531,-1.000852152,70332
0.429841366,1.340029531,0.999148574,57983
0.630850633,-1.262012595,-1.000852152,480925
0.630850633,-1.262012595,0.999148574,274764
0.630850633,-0.74160417,-1.000852152,20403
0.630850633,-0.74160417,0.999148574,16194
0.630850633,0.299212681,-1.000852152,2509
0.630850633,0.299212681,0.999148574,2110
0.630850633,0.819621106,-1.000852152,125719
0.630850633,0.819621106,0.999148574,312661
0.630850633,1.340029531,-1.000852152,43107
0.630850633,1.340029531,0.999148574,34483
0.8318599,-1.262012595,-1.000852152,298783
0.8318599,-1.262012595,0.999148574,136163
0.8318599,-0.74160417,-1.000852152,13166
0.8318599,-0.74160417,0.999148574,10144
0.8318599,0.299212681,-1.000852152,2310
0.8318599,0.299212681,0.999148574,904
0.8318599,0.819621106,-1.000852152,115663
0.8318599,0.819621106,0.999148574,266985
0.8318599,1.340029531,-1.000852152,24825
0.8318599,1.340029531,0.999148574,25811
1.032869167,-1.262012595,-1.000852152,154368
1.032869167,-1.262012595,0.999148574,58301
1.032869167,-0.74160417,-1.000852152,8949
1.032869167,-0.74160417,0.999148574,5428
1.032869167,0.299212681,-1.000852152,1302
1.032869167,0.299212681,0.999148574,602
1.032869167,0.819621106,-1.000852152,86713
1.032869167,0.819621106,0.999148574,184056
1.032869167,1.340029531,-1.000852152,16879
1.032869167,1.340029531,0.999148574,17492
1.233878433,-1.262012595,-1.000852152,59785
1.233878433,-1.262012595,0.999148574,17381
1.233878433,-0.74160417,-1.000852152,4726
1.233878433,-0.74160417,0.999148574,2109
1.233878433,0.299212681,-1.000852152,401
1.233878433,0.819621106,-1.000852152,56691
1.233878433,0.819621106,0.999148574,104721
1.233878433,1.340029531,-1.000852152,5832
1.233878433,1.340029531,0.999148574,8238
1.4348877,-1.262012595,-1.000852152,16983
1.4348877,-1.262012595,0.999148574,3414
1.4348877,-0.74160417,-1.000852152,1307
1.4348877,-0.74160417,0.999148574,402
1.4348877,0.299212681,-1.000852152,100
1.4348877,0.299212681,0.999148574,201
1.4348877,0.819621106,-1.000852152,23612
1.4348877,0.819621106,0.999148574,41277
1.4348877,1.340029531,-1.000852152,2006
1.4348877,1.340029531,0.999148574,3320
1.635896967,-1.262012595,-1.000852152,5218
1.635896967,-1.262012595,0.999148574,1407
1.635896967,-0.74160417,-1.000852152,603
1.635896967,-0.74160417,0.999148574,504
1.635896967,0.819621106,-1.000852152,8338
1.635896967,0.819621106,0.999148574,16574
1.635896967,1.340029531,-1.000852152,1005
1.635896967,1.340029531,0.999148574,1608
-1.982269835,1.340029531,-1.000852152,5296823
-1.982269835,1.340029531,0.999148574,5287477
-1.781260568,1.340029531,-1.000852152,4991803
-1.781260568,1.340029531,0.999148574,4866139
-1.580251301,-1.262012595,-1.000852152,252
-1.580251301,-1.262012595,0.999148574,756
-1.580251301,-0.74160417,-1.000852152,503
-1.580251301,-0.74160417,0.999148574,503
-1.580251301,1.340029531,-1.000852152,4649992
-1.580251301,1.340029531,0.999148574,4470628
-1.379242034,-1.262012595,-1.000852152,41807
-1.379242034,-1.262012595,0.999148574,509067
-1.379242034,-0.74160417,-1.000852152,7557
-1.379242034,-0.74160417,0.999148574,32492
-1.379242034,0.299212681,-1.000852152,756
-1.379242034,0.299212681,0.999148574,3527
-1.379242034,0.819621106,-1.000852152,756
-1.379242034,0.819621106,0.999148574,10579
-1.379242034,1.340029531,-1.000852152,4515278
-1.379242034,1.340029531,0.999148574,4036604
-1.178232768,-1.262012595,-1.000852152,1024956
-1.178232768,-1.262012595,0.999148574,2083156
-1.178232768,-0.74160417,-1.000852152,76826
-1.178232768,-0.74160417,0.999148574,101511
-1.178232768,0.299212681,-1.000852152,5541
-1.178232768,0.299212681,0.999148574,25194
-1.178232768,0.819621106,-1.000852152,13853
-1.178232768,0.819621106,0.999148574,55668
-1.178232768,1.340029531,-1.000852152,3516456
-1.178232768,1.340029531,0.999148574,2182154
-0.977223501,-1.262012595,-1.000852152,2170316
-0.977223501,-1.262012595,0.999148574,2722434
-0.977223501,-0.74160417,-1.000852152,166747
-0.977223501,-0.74160417,0.999148574,109071
-0.977223501,0.299212681,-1.000852152,14862
-0.977223501,0.299212681,0.999148574,30734
-0.977223501,0.819621106,-1.000852152,46849
-0.977223501,0.819621106,0.999148574,110592
-0.977223501,1.340029531,-1.000852152,1858981
-0.977223501,1.340029531,0.999148574,973322
-0.776214234,-1.262012595,-1.000852152,2399426
-0.776214234,-1.262012595,0.999148574,2509056
-0.776214234,-0.74160417,-1.000852152,183881
-0.776214234,-0.74160417,0.999148574,83130
-0.776214234,0.299212681,-1.000852152,17128
-0.776214234,0.299212681,0.999148574,27458
-0.776214234,0.819621106,-1.000852152,68009
-0.776214234,0.819621106,0.999148574,133003
-0.776214234,1.340029531,-1.000852152,989681
-0.776214234,1.340029531,0.999148574,542573
-0.575204967,-1.262012595,-1.000852152,2461026
-0.575204967,-1.262012595,0.999148574,2385199
-0.575204967,-0.74160417,-1.000852152,170533
-0.575204967,-0.74160417,0.999148574,86151
-0.575204967,0.299212681,-1.000852152,23175
-0.575204967,0.299212681,0.999148574,29221
-0.575204967,0.819621106,-1.000852152,86140
-0.575204967,0.819621106,0.999148574,215117
-0.575204967,1.340029531,-1.000852152,686644
-0.575204967,1.340029531,0.999148574,373302
-0.374195701,-1.262012595,-1.000852152,2125720
-0.374195701,-1.262012595,0.999148574,1883413
-0.374195701,-0.74160417,-1.000852152,151141
-0.374195701,-0.74160417,0.999148574,65494
-0.374195701,0.299212681,-1.000852152,18893
-0.374195701,0.299212681,0.999148574,22418
-0.374195701,0.819621106,-1.000852152,116116
-0.374195701,0.819621106,0.999148574,228181
-0.374195701,1.340029531,-1.000852152,448359
-0.374195701,1.340029531,0.999148574,271761
-0.173186434,-1.262012595,-1.000852152,1803096
-0.173186434,-1.262012595,0.999148574,1552185
-0.173186434,-0.74160417,-1.000852152,114865
-0.173186434,-0.74160417,0.999148574,55421
-0.173186434,0.299212681,-1.000852152,19146
-0.173186434,0.299212681,0.999148574,21918
-0.173186434,0.819621106,-1.000852152,128709
-0.173186434,0.819621106,0.999148574,289938
-0.173186434,1.340029531,-1.000852152,297985
-0.173186434,1.340029531,0.999148574,195468
0.027822833,-1.262012595,-1.000852152,1630512
0.027822833,-1.262012595,0.999148574,1214387
0.027822833,-0.74160417,-1.000852152,82124
0.027822833,-0.74160417,0.999148574,51136
0.027822833,0.299212681,-1.000852152,16876
0.027822833,0.299212681,0.999148574,15872
0.027822833,0.819621106,-1.000852152,162980
0.027822833,0.819621106,0.999148574,349133
0.027822833,1.340029531,-1.000852152,234024
0.027822833,1.340029531,0.999148574,143064
0.2288321,-1.262012595,-1.000852152,1150671
0.2288321,-1.262012595,0.999148574,831002
0.2288321,-0.74160417,-1.000852152,58429
0.2288321,-0.74160417,0.999148574,41818
0.2288321,0.299212681,-1.000852152,11588
0.2288321,0.299212681,0.999148574,13604
0.2288321,0.819621106,-1.000852152,159445
0.2288321,0.819621106,0.999148574,344073
0.2288321,1.340029531,-1.000852152,128225
0.2288321,1.340029531,0.999148574,87154
0.429841366,-1.262012595,-1.000852152,866733
0.429841366,-1.262012595,0.999148574,567012
0.429841366,-0.74160417,-1.000852152,46600
0.429841366,-0.74160417,0.999148574,34258
0.429841366,0.299212681,-1.000852152,11840
0.429841366,0.299212681,0.999148574,7307
0.429841366,0.819621106,-1.000852152,166759
0.429841366,0.819621106,0.999148574,403523
0.429841366,1.340029531,-1.000852152,97489
0.429841366,1.340029531,0.999148574,78597
0.630850633,-1.262012595,-1.000852152,589950
0.630850633,-1.262012595,0.999148574,359200
0.630850633,-0.74160417,-1.000852152,35272
0.630850633,-0.74160417,0.999148574,23174
0.630850633,0.299212681,-1.000852152,7305
0.630850633,0.299212681,0.999148574,4029
0.630850633,0.819621106,-1.000852152,159953
0.630850633,0.819621106,0.999148574,370783
0.630850633,1.340029531,-1.000852152,57679
0.630850633,1.340029531,0.999148574,56682
0.8318599,-1.262012595,-1.000852152,340058
0.8318599,-1.262012595,0.999148574,174823
0.8318599,-0.74160417,-1.000852152,20401
0.8318599,-0.74160417,0.999148574,12847
0.8318599,0.299212681,-1.000852152,3275
0.8318599,0.299212681,0.999148574,1260
0.8318599,0.819621106,-1.000852152,156672
0.8318599,0.819621106,0.999148574,317130
0.8318599,1.340029531,-1.000852152,37530
0.8318599,1.340029531,0.999148574,41563
1.032869167,-1.262012595,-1.000852152,180118
1.032869167,-1.262012595,0.999148574,65750
1.032869167,-0.74160417,-1.000852152,11838
1.032869167,-0.74160417,0.999148574,8060
1.032869167,0.299212681,-1.000852152,2519
1.032869167,0.299212681,0.999148574,756
1.032869167,0.819621106,-1.000852152,110320
1.032869167,0.819621106,0.999148574,257189
1.032869167,1.340029531,-1.000852152,17884
1.032869167,1.340029531,0.999148574,19145
1.233878433,-1.262012595,-1.000852152,68770
1.233878433,-1.262012595,0.999148574,18392
1.233878433,-0.74160417,-1.000852152,6801
1.233878433,-0.74160417,0.999148574,4786
1.233878433,0.299212681,-1.000852152,754
1.233878433,0.299212681,0.999148574,756
1.233878433,0.819621106,-1.000852152,78083
1.233878433,0.819621106,0.999148574,139296
1.233878433,1.340029531,-1.000852152,7307
1.233878433,1.340029531,0.999148574,11085
1.4348877,-1.262012595,-1.000852152,20909
1.4348877,-1.262012595,0.999148574,4534
1.4348877,-0.74160417,-1.000852152,1764
1.4348877,-0.74160417,0.999148574,1259
1.4348877,0.299212681,-1.000852152,252
1.4348877,0.819621106,-1.000852152,32995
1.4348877,0.819621106,0.999148574,55420
1.4348877,1.340029531,-1.000852152,3779
1.4348877,1.340029531,0.999148574,1512
1.635896967,-1.262012595,-1.000852152,7305
1.635896967,-1.262012595,0.999148574,1511
1.635896967,-0.74160417,-1.000852152,1260
1.635896967,-0.74160417,0.999148574,504
1.635896967,0.299212681,0.999148574,252
1.635896967,0.819621106,-1.000852152,14608
1.635896967,0.819621106,0.999148574,24935
1.635896967,1.340029531,-1.000852152,756
1.635896967,1.340029531,0.999148574,1763
-1.982269835,1.340029531,-1.000852152,5934792
